side,setup_type,bridge_type,entry_variant,setup_tier,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,entry_time,exit_time,return_pct,pnl,symbol,exchange,timeframe,report_contracts,dollars_per_point,entry_time_et,exit_time_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,calendar_exit_date_et,exit_apex_session_date,realized_points,gross_pnl_dollars_dynamic,planned_target_dollars_dynamic
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,25273.75,25331.183928571427,24820.75,25222.316071428573,24820.75,57.433928571426804,453.0,7.8873239436622145,25273.5,24820.75,2025-11-07 09:29:00,2025-11-07 16:04:00,0.017914020614477666,452.75,NQ,tradovate,1m,5,10.0,2025-11-07 04:29:00-05:00,2025-11-07 11:04:00-05:00,2025-11-07 04:29:00,2025-11-07 11:04:00,2025-11,2025-11,2025-11-07,2025-11-06,452.75,4527.5,4530.0
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,47071.75,47146.75,46742.0,46996.75,46742.0,75.0,329.75,4.3966666666666665,47082.0,46742.0,2025-11-07 08:30:00,2025-11-07 16:11:00,0.007221443439106245,340.0,MYM,tradovate,1m,5,2.5,2025-11-07 03:30:00-05:00,2025-11-07 11:11:00-05:00,2025-11-07 03:30:00,2025-11-07 11:11:00,2025-11,2025-11,2025-11-07,2025-11-06,340.0,850.0,824.375
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,4143.95,4134.688928571429,4162.472142857142,4153.211071428571,4162.472142857142,9.261071428571086,18.52214285714217,2.0,4143.1,4152.7,2025-11-11 02:44:00,2025-11-11 03:34:00,0.00231710554898501,115.19999999999345,MGC,tradovate,1m,5,50.0,2025-11-10 21:44:00-05:00,2025-11-10 22:34:00-05:00,2025-11-10 21:44:00,2025-11-10 22:34:00,2025-11,2025-11,2025-11-10,2025-11-10,9.599999999999454,479.9999999999727,926.1071428571086
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,4143.95,4134.688928571429,4162.472142857142,4153.211071428571,4162.472142857142,9.261071428571086,18.52214285714217,2.0,4143.1,4143.1,2025-11-11 02:44:00,2025-11-11 05:07:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-10 21:44:00-05:00,2025-11-11 00:07:00-05:00,2025-11-10 21:44:00,2025-11-11 00:07:00,2025-11,2025-11,2025-11-11,2025-11-10,0.0,0.0,926.1071428571086
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4138.05,4130.581071428572,4154.9,4145.518928571429,4154.9,7.468928571428478,16.849999999999454,2.2560130062640016,4137.4,4146.0,2025-11-11 07:45:00,2025-11-11 09:03:00,0.0020786000870112176,103.20000000000437,MGC,tradovate,1m,5,50.0,2025-11-11 02:45:00-05:00,2025-11-11 04:03:00-05:00,2025-11-11 02:45:00,2025-11-11 04:03:00,2025-11,2025-11,2025-11-11,2025-11-10,8.600000000000364,430.0000000000182,842.4999999999727
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4138.05,4130.581071428572,4154.9,4145.518928571429,4154.9,7.468928571428478,16.849999999999454,2.2560130062640016,4137.4,4137.4,2025-11-11 07:45:00,2025-11-11 14:21:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-11 02:45:00-05:00,2025-11-11 09:21:00-05:00,2025-11-11 02:45:00,2025-11-11 09:21:00,2025-11,2025-11,2025-11-11,2025-11-10,0.0,0.0,842.4999999999727
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25535.75,25571.25,25452.0,25521.25,25452.0,35.5,83.75,2.359154929577465,25536.0,25496.25,2025-11-11 15:43:00,2025-11-11 15:53:00,0.0015566259398496207,79.5,NQ,tradovate,1m,5,10.0,2025-11-11 10:43:00-05:00,2025-11-11 10:53:00-05:00,2025-11-11 10:43:00,2025-11-11 10:53:00,2025-11,2025-11,2025-11-11,2025-11-10,39.75,397.5,837.5
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25535.75,25571.25,25452.0,25521.25,25452.0,35.5,83.75,2.359154929577465,25536.0,25536.0,2025-11-11 15:43:00,2025-11-11 16:03:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-11 10:43:00-05:00,2025-11-11 11:03:00-05:00,2025-11-11 10:43:00,2025-11-11 11:03:00,2025-11,2025-11,2025-11-11,2025-11-10,0.0,0.0,837.5
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6884.25,6874.25,6904.25,6894.25,6904.25,10.0,20.0,2.0,6884.0,6896.0,2025-11-12 01:56:00,2025-11-12 07:34:00,0.0017431725740848503,84.0,MES,tradovate,1m,5,25.0,2025-11-11 20:56:00-05:00,2025-11-12 02:34:00-05:00,2025-11-11 20:56:00,2025-11-12 02:34:00,2025-11,2025-11,2025-11-12,2025-11-11,12.0,300.0,500.0
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4134.1,4125.828571428571,4224.0,4139.8714285714295,4224.0,8.271428571429169,89.89999999999964,10.86873920552594,4134.3,4125.828571428571,2025-11-12 09:40:00,2025-11-12 10:29:00,-0.0020490599548723676,-203.3142857142957,MGC,tradovate,1m,5,50.0,2025-11-12 04:40:00-05:00,2025-11-12 05:29:00-05:00,2025-11-12 04:40:00,2025-11-12 05:29:00,2025-11,2025-11,2025-11-12,2025-11-11,-8.471428571428987,-423.57142857144936,4494.999999999982
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6884.25,6874.25,6904.25,6894.25,6904.25,10.0,20.0,2.0,6884.0,6884.0,2025-11-12 01:56:00,2025-11-12 11:30:00,0.0,0.0,MES,tradovate,1m,5,25.0,2025-11-11 20:56:00-05:00,2025-11-12 06:30:00-05:00,2025-11-11 20:56:00,2025-11-12 06:30:00,2025-11,2025-11,2025-11-12,2025-11-11,0.0,0.0,500.0
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48073.0,47996.25,48221.25,48146.25,48221.25,76.75,148.25,1.9315960912052117,48072.0,48152.0,2025-11-12 01:58:00,2025-11-12 12:28:00,0.0016641704110500477,80.0,MYM,tradovate,1m,5,2.5,2025-11-11 20:58:00-05:00,2025-11-12 07:28:00-05:00,2025-11-11 20:58:00,2025-11-12 07:28:00,2025-11,2025-11,2025-11-12,2025-11-11,80.0,200.0,370.625
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48073.0,47996.25,48221.25,48146.25,48221.25,76.75,148.25,1.9315960912052117,48072.0,48221.25,2025-11-12 01:58:00,2025-11-12 14:31:00,0.0031047179231153965,149.25,MYM,tradovate,1m,5,2.5,2025-11-11 20:58:00-05:00,2025-11-12 09:31:00-05:00,2025-11-11 20:58:00,2025-11-12 09:31:00,2025-11,2025-11,2025-11-12,2025-11-11,149.25,373.125,370.625
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25599.75,25666.691071428573,25478.5,25559.308928571427,25478.5,66.9410714285732,121.25,1.8112945821217543,25600.5,25510.0,2025-11-12 15:14:00,2025-11-12 16:11:00,0.0035350872053280247,181.0,NQ,tradovate,1m,5,10.0,2025-11-12 10:14:00-05:00,2025-11-12 11:11:00-05:00,2025-11-12 10:14:00,2025-11-12 11:11:00,2025-11,2025-11,2025-11-12,2025-11-11,90.5,905.0,1212.5
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25599.75,25666.691071428573,25478.5,25559.308928571427,25478.5,66.9410714285732,121.25,1.8112945821217543,25600.5,25600.5,2025-11-12 15:14:00,2025-11-12 16:31:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-12 10:14:00-05:00,2025-11-12 11:31:00-05:00,2025-11-12 10:14:00,2025-11-12 11:31:00,2025-11,2025-11,2025-11-12,2025-11-11,0.0,0.0,1212.5
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4205.1,4195.473214285715,4224.0,4213.426785714285,4224.0,9.626785714285688,18.899999999999636,1.9632721202003014,4204.9,4214.8,2025-11-13 03:09:00,2025-11-13 03:56:00,0.002354396061737596,118.80000000000655,MGC,tradovate,1m,5,50.0,2025-11-12 22:09:00-05:00,2025-11-12 22:56:00-05:00,2025-11-12 22:09:00,2025-11-12 22:56:00,2025-11,2025-11,2025-11-12,2025-11-12,9.900000000000546,495.0000000000273,944.9999999999818
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4205.1,4195.473214285715,4224.0,4213.426785714285,4224.0,9.626785714285688,18.899999999999636,1.9632721202003014,4204.9,4224.0,2025-11-13 03:09:00,2025-11-13 07:59:00,0.0045423196746654515,210.100000000004,MGC,tradovate,1m,5,50.0,2025-11-12 22:09:00-05:00,2025-11-13 02:59:00-05:00,2025-11-12 22:09:00,2025-11-13 02:59:00,2025-11,2025-11,2025-11-13,2025-11-12,19.100000000000364,955.0000000000182,944.9999999999818
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6884.5,6874.348214285715,6904.803571428571,6894.651785714285,6904.803571428571,10.151785714285325,20.30357142857065,2.0,6884.25,6874.348214285715,2025-11-13 03:30:00,2025-11-13 09:07:00,-0.0014383245399695044,-138.62499999999454,MES,tradovate,1m,5,25.0,2025-11-12 22:30:00-05:00,2025-11-13 04:07:00-05:00,2025-11-12 22:30:00,2025-11-13 04:07:00,2025-11,2025-11,2025-11-13,2025-11-12,-9.901785714285325,-247.5446428571331,507.5892857142662
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4237.7,4233.65,4250.0,4241.65,4250.0,4.050000000000182,12.300000000000182,3.0370370370369457,4237.7,4243.0,2025-11-13 09:07:00,2025-11-13 09:19:00,0.0012506784340562405,63.60000000000218,MGC,tradovate,1m,5,50.0,2025-11-13 04:07:00-05:00,2025-11-13 04:19:00-05:00,2025-11-13 04:07:00,2025-11-13 04:19:00,2025-11,2025-11,2025-11-13,2025-11-12,5.300000000000182,265.0000000000091,615.0000000000091
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4237.7,4233.65,4250.0,4241.65,4250.0,4.050000000000182,12.300000000000182,3.0370370370369457,4237.7,4237.7,2025-11-13 09:07:00,2025-11-13 09:25:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-13 04:07:00-05:00,2025-11-13 04:25:00-05:00,2025-11-13 04:07:00,2025-11-13 04:25:00,2025-11,2025-11,2025-11-13,2025-11-12,0.0,0.0,615.0000000000091
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,48434.0,48355.25,48580.25,48505.25,48580.25,78.75,146.25,1.8571428571428572,48433.0,48355.25,2025-11-13 01:08:00,2025-11-13 09:37:00,-0.0016053104288398234,-155.5,MYM,tradovate,1m,5,2.5,2025-11-12 20:08:00-05:00,2025-11-13 04:37:00-05:00,2025-11-12 20:08:00,2025-11-13 04:37:00,2025-11,2025-11,2025-11-13,2025-11-12,-77.75,-194.375,365.625
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4238.35,4229.1625,4256.725,4247.5375,4256.725,9.1875,18.375,2.0,4237.2,4229.1625,2025-11-13 09:34:00,2025-11-13 10:58:00,-0.0018968894553005322,-184.86249999998745,MGC,tradovate,1m,5,50.0,2025-11-13 04:34:00-05:00,2025-11-13 05:58:00-05:00,2025-11-13 04:34:00,2025-11-13 05:58:00,2025-11,2025-11,2025-11-13,2025-11-12,-8.037499999999454,-401.8749999999727,918.75
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25258.25,25344.814285714285,25021.5,25171.685714285715,25021.5,86.56428571428478,236.75,2.734961630497595,25261.0,25169.25,2025-11-13 15:46:00,2025-11-13 16:42:00,0.0036320810735916975,183.5,NQ,tradovate,1m,5,10.0,2025-11-13 10:46:00-05:00,2025-11-13 11:42:00-05:00,2025-11-13 10:46:00,2025-11-13 11:42:00,2025-11,2025-11,2025-11-13,2025-11-12,91.75,917.5,2367.5
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25258.25,25344.814285714285,25021.5,25171.685714285715,25021.5,86.56428571428478,236.75,2.734961630497595,25261.0,25021.5,2025-11-13 15:46:00,2025-11-13 18:37:00,0.009481018170302002,239.5,NQ,tradovate,1m,5,10.0,2025-11-13 10:46:00-05:00,2025-11-13 13:37:00-05:00,2025-11-13 10:46:00,2025-11-13 13:37:00,2025-11,2025-11,2025-11-13,2025-11-12,239.5,2395.0,2367.5
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6766.25,6776.25,6746.25,6756.25,6746.25,10.0,20.0,2.0,6766.25,6756.0,2025-11-14 01:48:00,2025-11-14 04:23:00,0.00151487160539443,71.75,MES,tradovate,1m,5,25.0,2025-11-13 20:48:00-05:00,2025-11-13 23:23:00-05:00,2025-11-13 20:48:00,2025-11-13 23:23:00,2025-11,2025-11,2025-11-13,2025-11-13,10.25,256.25,500.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25055.0,25083.0,25008.0,25033.0,25008.0,28.0,47.0,1.6785714285714286,25055.75,25027.75,2025-11-14 04:40:00,2025-11-14 04:59:00,0.0011175079572552926,56.0,NQ,tradovate,1m,5,10.0,2025-11-13 23:40:00-05:00,2025-11-13 23:59:00-05:00,2025-11-13 23:40:00,2025-11-13 23:59:00,2025-11,2025-11,2025-11-13,2025-11-13,28.0,280.0,470.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,25055.0,25083.0,25008.0,25033.0,25008.0,28.0,47.0,1.6785714285714286,25055.75,25008.0,2025-11-14 04:40:00,2025-11-14 05:14:00,0.0019057501771050367,47.75,NQ,tradovate,1m,5,10.0,2025-11-13 23:40:00-05:00,2025-11-14 00:14:00-05:00,2025-11-13 23:40:00,2025-11-14 00:14:00,2025-11,2025-11,2025-11-14,2025-11-13,47.75,477.5,470.0
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6766.25,6776.25,6746.25,6756.25,6746.25,10.0,20.0,2.0,6766.25,6746.25,2025-11-14 01:48:00,2025-11-14 05:15:00,0.002955847034915915,140.0,MES,tradovate,1m,5,25.0,2025-11-13 20:48:00-05:00,2025-11-14 00:15:00-05:00,2025-11-13 20:48:00,2025-11-14 00:15:00,2025-11,2025-11,2025-11-14,2025-11-13,20.0,500.0,500.0
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6740.25,6753.510714285714,6670.5,6726.989285714286,6670.5,13.26071428571413,69.75,5.25989765688129,6741.25,6753.510714285714,2025-11-14 07:15:00,2025-11-14 09:02:00,-0.0018187597679530931,-171.64999999999782,MES,tradovate,1m,5,25.0,2025-11-14 02:15:00-05:00,2025-11-14 04:02:00-05:00,2025-11-14 02:15:00,2025-11-14 04:02:00,2025-11,2025-11,2025-11-14,2025-11-13,-12.26071428571413,-306.51785714285325,1743.75
SHORT,LONDON_CONTINUATION,MSS,PULLBACK_1M,A,24967.75,25077.6875,24626.0,24863.8125,24626.0,109.9375,341.75,3.108584422967595,24969.0,24855.75,2025-11-14 07:16:00,2025-11-14 11:13:00,0.004535624173975683,226.5,NQ,tradovate,1m,5,10.0,2025-11-14 02:16:00-05:00,2025-11-14 06:13:00-05:00,2025-11-14 02:16:00,2025-11-14 06:13:00,2025-11,2025-11,2025-11-14,2025-11-13,113.25,1132.5,3417.5
SHORT,LONDON_CONTINUATION,MSS,PULLBACK_1M,A,24967.75,25077.6875,24626.0,24863.8125,24626.0,109.9375,341.75,3.108584422967595,24969.0,24969.0,2025-11-14 07:16:00,2025-11-14 14:56:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-14 02:16:00-05:00,2025-11-14 09:56:00-05:00,2025-11-14 02:16:00,2025-11-14 09:56:00,2025-11,2025-11,2025-11-14,2025-11-13,0.0,0.0,3417.5
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,47065.0,47162.107142857145,46397.0,46995.392857142855,46397.0,97.10714285714494,668.0,6.87899963221758,47061.0,46953.0,2025-11-17 16:07:00,2025-11-17 16:17:00,0.0022948938611588865,108.0,MYM,tradovate,1m,5,2.5,2025-11-17 11:07:00-05:00,2025-11-17 11:17:00-05:00,2025-11-17 11:07:00,2025-11-17 11:17:00,2025-11,2025-11,2025-11-17,2025-11-16,108.0,270.0,1670.0
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,47065.0,47162.107142857145,46397.0,46995.392857142855,46397.0,97.10714285714494,668.0,6.87899963221758,47061.0,47162.107142857145,2025-11-17 16:07:00,2025-11-17 16:32:00,-0.0021484274209460086,-101.10714285714494,MYM,tradovate,1m,5,2.5,2025-11-17 11:07:00-05:00,2025-11-17 11:32:00-05:00,2025-11-17 11:07:00,2025-11-17 11:32:00,2025-11,2025-11,2025-11-17,2025-11-16,-101.10714285714494,-252.76785714286234,1670.0
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,6702.25,6737.348214285715,6632.053571428571,6667.151785714285,6632.053571428571,35.098214285714675,70.19642857142935,2.0,6703.75,6664.25,2025-11-17 18:59:00,2025-11-17 20:00:00,0.005892224501211962,276.5,MES,tradovate,1m,5,25.0,2025-11-17 13:59:00-05:00,2025-11-17 15:00:00-05:00,2025-11-17 13:59:00,2025-11-17 15:00:00,2025-11,2025-11,2025-11-17,2025-11-16,39.5,987.5,1754.9107142857338
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,24895.0,25055.86875,24573.262499999997,24734.13125,24573.262499999997,160.86875000000146,321.7375000000029,2.0,24895.75,24726.0,2025-11-17 18:59:00,2025-11-18 04:12:00,0.0068184328650472414,339.5,NQ,tradovate,1m,5,10.0,2025-11-17 13:59:00-05:00,2025-11-17 23:12:00-05:00,2025-11-17 13:59:00,2025-11-17 23:12:00,2025-11,2025-11,2025-11-17,2025-11-17,169.75,1697.5,3217.375000000029
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,46639.0,46734.75,46397.0,46584.75,46397.0,95.75,242.0,2.5274151436031334,46640.0,46544.0,2025-11-18 03:30:00,2025-11-18 04:14:00,0.002058319039451084,96.0,MYM,tradovate,1m,5,2.5,2025-11-17 22:30:00-05:00,2025-11-17 23:14:00-05:00,2025-11-17 22:30:00,2025-11-17 23:14:00,2025-11,2025-11,2025-11-17,2025-11-17,96.0,240.0,605.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,46639.0,46734.75,46397.0,46584.75,46397.0,95.75,242.0,2.5274151436031334,46640.0,46397.0,2025-11-18 03:30:00,2025-11-18 07:03:00,0.0052101200686106575,243.0,MYM,tradovate,1m,5,2.5,2025-11-17 22:30:00-05:00,2025-11-18 02:03:00-05:00,2025-11-17 22:30:00,2025-11-18 02:03:00,2025-11,2025-11,2025-11-18,2025-11-17,243.0,607.5,605.0
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4018.05,4036.5696428571428,3981.010714285715,3999.5303571428576,3981.010714285715,18.51964285714257,37.03928571428514,2.0,4021.7,4001.5,2025-11-18 02:55:00,2025-11-18 07:30:00,0.005022751572717921,242.39999999999782,MGC,tradovate,1m,5,50.0,2025-11-17 21:55:00-05:00,2025-11-18 02:30:00-05:00,2025-11-17 21:55:00,2025-11-18 02:30:00,2025-11,2025-11,2025-11-18,2025-11-17,20.199999999999818,1009.9999999999909,1851.9642857142571
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4018.05,4036.5696428571428,3981.010714285715,3999.5303571428576,3981.010714285715,18.51964285714257,37.03928571428514,2.0,4021.7,4021.7,2025-11-18 02:55:00,2025-11-18 08:06:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2025-11-17 21:55:00-05:00,2025-11-18 03:06:00-05:00,2025-11-17 21:55:00,2025-11-18 03:06:00,2025-11,2025-11,2025-11-18,2025-11-17,0.0,0.0,1851.9642857142571
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,6702.25,6737.348214285715,6632.053571428571,6667.151785714285,6632.053571428571,35.098214285714675,70.19642857142935,2.0,6703.75,6632.053571428571,2025-11-17 18:59:00,2025-11-18 14:52:00,0.010694973495644855,501.87500000000546,MES,tradovate,1m,5,25.0,2025-11-17 13:59:00-05:00,2025-11-18 09:52:00-05:00,2025-11-17 13:59:00,2025-11-18 09:52:00,2025-11,2025-11,2025-11-18,2025-11-17,71.69642857142935,1792.4107142857338,1754.9107142857338
SHORT,NYPM_CONTINUATION,MSS,PULLBACK_1M,A,24895.0,25055.86875,24573.262499999997,24734.13125,24573.262499999997,160.86875000000146,321.7375000000029,2.0,24895.75,24573.262499999997,2025-11-17 18:59:00,2025-11-18 14:54:00,0.01295351616239726,644.9750000000058,NQ,tradovate,1m,5,10.0,2025-11-17 13:59:00-05:00,2025-11-18 09:54:00-05:00,2025-11-17 13:59:00,2025-11-18 09:54:00,2025-11,2025-11,2025-11-18,2025-11-17,322.4875000000029,3224.875000000029,3217.375000000029
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,24545.5,24625.561607142856,24385.37678571429,24465.438392857144,24385.37678571429,80.06160714285579,160.12321428571158,2.0,24555.25,24469.25,2025-11-18 15:25:00,2025-11-18 15:37:00,0.00350230602417001,172.0,NQ,tradovate,1m,5,10.0,2025-11-18 10:25:00-05:00,2025-11-18 10:37:00-05:00,2025-11-18 10:25:00,2025-11-18 10:37:00,2025-11,2025-11,2025-11-18,2025-11-17,86.0,860.0,1601.2321428571158
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,6618.0,6641.4830357142855,6595.783928571429,6611.0169642857145,6595.783928571429,23.483035714285506,22.216071428571013,0.9460476787954737,6618.25,6595.783928571429,2025-11-18 15:16:00,2025-11-18 16:02:00,0.003394563733399414,336.9910714285652,MES,tradovate,1m,5,25.0,2025-11-18 10:16:00-05:00,2025-11-18 11:02:00-05:00,2025-11-18 10:16:00,2025-11-18 11:02:00,2025-11,2025-11,2025-11-18,2025-11-17,22.466071428571013,561.6517857142753,555.4017857142753
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,24545.5,24625.561607142856,24385.37678571429,24465.438392857144,24385.37678571429,80.06160714285579,160.12321428571158,2.0,24555.25,24385.37678571429,2025-11-18 15:25:00,2025-11-18 16:02:00,0.00691799978765073,339.74642857142317,NQ,tradovate,1m,5,10.0,2025-11-18 10:25:00-05:00,2025-11-18 11:02:00-05:00,2025-11-18 10:25:00,2025-11-18 11:02:00,2025-11,2025-11,2025-11-18,2025-11-17,169.87321428571158,1698.7321428571158,1601.2321428571158
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,46153.0,46412.43571428571,45675.37857142858,45921.06428571429,45675.37857142858,259.4357142857116,477.62142857142317,1.8410010737589808,46155.0,46412.43571428571,2025-11-18 14:57:00,2025-11-18 18:40:00,-0.00557763436866443,-514.8714285714232,MYM,tradovate,1m,5,2.5,2025-11-18 09:57:00-05:00,2025-11-18 13:40:00-05:00,2025-11-18 09:57:00,2025-11-18 13:40:00,2025-11,2025-11,2025-11-18,2025-11-17,-257.4357142857116,-643.589285714279,1194.053571428558
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,24581.75,24657.77142857143,24430.0,24530.22857142857,24430.0,76.02142857142826,151.75,1.996147702715408,24580.5,24501.25,2025-11-19 03:20:00,2025-11-19 04:13:00,0.003224100404792374,158.5,NQ,tradovate,1m,5,10.0,2025-11-18 22:20:00-05:00,2025-11-18 23:13:00-05:00,2025-11-18 22:20:00,2025-11-18 23:13:00,2025-11,2025-11,2025-11-18,2025-11-18,79.25,792.5,1517.5
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,24581.75,24657.77142857143,24430.0,24530.22857142857,24430.0,76.02142857142826,151.75,1.996147702715408,24580.5,24580.5,2025-11-19 03:20:00,2025-11-19 07:04:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-18 22:20:00-05:00,2025-11-19 02:04:00-05:00,2025-11-18 22:20:00,2025-11-19 02:04:00,2025-11,2025-11,2025-11-19,2025-11-18,0.0,0.0,1517.5
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,46113.75,46188.75,45963.75,46038.75,45963.75,75.0,150.0,2.0,46117.0,46188.75,2025-11-19 05:00:00,2025-11-19 07:05:00,-0.001555825400611388,-143.5,MYM,tradovate,1m,5,2.5,2025-11-19 00:00:00-05:00,2025-11-19 02:05:00-05:00,2025-11-19 00:00:00,2025-11-19 02:05:00,2025-11,2025-11,2025-11-19,2025-11-18,-71.75,-179.375,375.0
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,46236.0,46384.29285714286,45968.66428571429,46107.20714285714,45968.66428571429,148.29285714285652,267.33571428571304,1.8027551659361294,46236.0,46081.0,2025-11-19 15:27:00,2025-11-19 15:58:00,0.0033523661216368073,155.0,MYM,tradovate,1m,5,2.5,2025-11-19 10:27:00-05:00,2025-11-19 10:58:00-05:00,2025-11-19 10:27:00,2025-11-19 10:58:00,2025-11,2025-11,2025-11-19,2025-11-18,155.0,387.5,668.3392857142826
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,46236.0,46384.29285714286,45968.66428571429,46107.20714285714,45968.66428571429,148.29285714285652,267.33571428571304,1.8027551659361294,46236.0,46236.0,2025-11-19 15:27:00,2025-11-19 18:38:00,-0.0,-0.0,MYM,tradovate,1m,5,2.5,2025-11-19 10:27:00-05:00,2025-11-19 13:38:00-05:00,2025-11-19 10:27:00,2025-11-19 13:38:00,2025-11,2025-11,2025-11-19,2025-11-18,0.0,0.0,668.3392857142826
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,4073.85,4079.6832142857143,3997.4,4068.0167857142856,3997.4,5.833214285714348,76.44999999999982,13.105981754729518,4073.4,4066.2,2025-11-20 04:36:00,2025-11-20 05:33:00,0.0017675651789660352,86.40000000000327,MGC,tradovate,1m,5,50.0,2025-11-19 23:36:00-05:00,2025-11-20 00:33:00-05:00,2025-11-19 23:36:00,2025-11-20 00:33:00,2025-11,2025-11,2025-11-20,2025-11-19,7.200000000000273,360.00000000001364,3822.499999999991
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,4073.85,4079.6832142857143,3997.4,4068.0167857142856,3997.4,5.833214285714348,76.44999999999982,13.105981754729518,4073.4,4073.4,2025-11-20 04:36:00,2025-11-20 06:08:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2025-11-19 23:36:00-05:00,2025-11-20 01:08:00-05:00,2025-11-19 23:36:00,2025-11-20 01:08:00,2025-11,2025-11,2025-11-20,2025-11-19,0.0,0.0,3822.499999999991
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4061.0,4075.934285714286,4031.581428571428,4046.365714285714,4031.581428571428,14.934285714286034,29.418571428571795,1.9698679931126666,4061.0,4043.2,2025-11-20 07:23:00,2025-11-20 08:13:00,0.004383156857916792,213.60000000000218,MGC,tradovate,1m,5,50.0,2025-11-20 02:23:00-05:00,2025-11-20 03:13:00-05:00,2025-11-20 02:23:00,2025-11-20 03:13:00,2025-11,2025-11,2025-11-20,2025-11-19,17.800000000000182,890.0000000000091,1470.9285714285897
