side,setup_type,bridge_type,entry_variant,setup_tier,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,entry_time,exit_time,return_pct,pnl,symbol,exchange,timeframe,report_contracts,dollars_per_point,entry_time_et,exit_time_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,calendar_exit_date_et,exit_apex_session_date,realized_points,gross_pnl_dollars_dynamic,planned_target_dollars_dynamic,entry_in_apex_hours,exit_in_apex_hours,apex_hours_ok,forced_flat_before_close_ok
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4211.1,4204.012857142858,4255.3,4217.487142857142,4255.3,7.08714285714268,44.19999999999982,6.236645837532885,4211.1,4218.2,2025-10-15 06:11:00,2025-10-15 07:10:00,0.001686020279736855,85.19999999999345,MGC,tradovate,1m,5,50.0,2025-10-15 02:11:00-04:00,2025-10-15 03:10:00-04:00,2025-10-15 02:11:00,2025-10-15 03:10:00,2025-10,2025-10,2025-10-15,2025-10-14,7.099999999999454,354.9999999999727,2209.999999999991,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,4211.1,4204.012857142858,4255.3,4217.487142857142,4255.3,7.08714285714268,44.19999999999982,6.236645837532885,4211.1,4211.1,2025-10-15 06:11:00,2025-10-15 09:19:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-10-15 02:11:00-04:00,2025-10-15 05:19:00-04:00,2025-10-15 02:11:00,2025-10-15 05:19:00,2025-10,2025-10,2025-10-15,2025-10-14,0.0,0.0,2209.999999999991,True,True,True,True
SHORT,NYAM_CONTINUATION,C2C3,PULLBACK_1M,A,46517.0,46606.75,45998.0,46456.75,45998.0,89.75,519.0,5.782729805013927,46515.0,46606.75,2025-10-16 14:25:00,2025-10-16 14:42:00,-0.0019724819950552863,-183.5,MYM,tradovate,1m,5,2.5,2025-10-16 10:25:00-04:00,2025-10-16 10:42:00-04:00,2025-10-16 10:25:00,2025-10-16 10:42:00,2025-10,2025-10,2025-10-16,2025-10-15,-91.75,-229.375,1297.5,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,6643.0,6677.296428571429,6579.657142857142,6612.203571428571,6579.657142857142,34.296428571428805,63.34285714285761,1.8469228366135593,6642.75,6660.0,2025-10-16 18:13:00,2025-10-16 20:51:00,-0.0025968160776785876,-258.75,MES,tradovate,1m,5,25.0,2025-10-16 14:13:00-04:00,2025-10-16 16:51:00-04:00,2025-10-16 14:13:00,2025-10-16 16:51:00,2025-10,2025-10,2025-10-16,2025-10-15,-17.25,-431.25,1583.5714285714403,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,46045.0,46263.95,45633.350000000006,45843.55,45633.350000000006,218.9499999999971,411.6499999999942,1.880109614067137,46046.0,46120.0,2025-10-16 18:13:00,2025-10-16 20:51:00,-0.0016070885636103593,-148.0,MYM,tradovate,1m,5,2.5,2025-10-16 14:13:00-04:00,2025-10-16 16:51:00-04:00,2025-10-16 14:13:00,2025-10-16 16:51:00,2025-10,2025-10,2025-10-16,2025-10-15,-74.0,-185.0,1029.1249999999854,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,24696.5,24855.369642857142,24378.760714285716,24537.630357142858,24378.760714285716,158.86964285714203,317.73928571428405,2.0,24699.0,24788.75,2025-10-16 18:13:00,2025-10-16 20:51:00,-0.003633750354265386,-359.0,NQ,tradovate,1m,5,10.0,2025-10-16 14:13:00-04:00,2025-10-16 16:51:00-04:00,2025-10-16 14:13:00,2025-10-16 16:51:00,2025-10,2025-10,2025-10-16,2025-10-15,-89.75,-897.5,3177.3928571428405,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,24638.75,24693.666964285716,24410.0,24583.833035714284,24410.0,54.91696428571595,228.75,4.165379550294962,24638.75,24581.25,2025-10-17 06:22:00,2025-10-17 06:49:00,0.002333722287047868,115.0,NQ,tradovate,1m,5,10.0,2025-10-17 02:22:00-04:00,2025-10-17 02:49:00-04:00,2025-10-17 02:22:00,2025-10-17 02:49:00,2025-10,2025-10,2025-10-17,2025-10-16,57.5,575.0,2287.5,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6622.5,6634.583928571428,6571.25,6611.416071428572,6571.25,12.08392857142826,51.25,4.241170385695395,6622.75,6610.75,2025-10-17 06:22:00,2025-10-17 06:52:00,0.0018119361292514569,96.0,MES,tradovate,1m,5,25.0,2025-10-17 02:22:00-04:00,2025-10-17 02:52:00-04:00,2025-10-17 02:22:00,2025-10-17 02:52:00,2025-10,2025-10,2025-10-17,2025-10-16,12.0,300.0,1281.25,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,45945.75,46020.75,45609.0,45870.75,45609.0,75.0,336.75,4.49,45943.0,45850.0,2025-10-17 06:21:00,2025-10-17 07:02:00,0.0020242474370415486,93.0,MYM,tradovate,1m,5,2.5,2025-10-17 02:21:00-04:00,2025-10-17 03:02:00-04:00,2025-10-17 02:21:00,2025-10-17 03:02:00,2025-10,2025-10,2025-10-17,2025-10-16,93.0,232.5,841.875,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6622.5,6634.583928571428,6571.25,6611.416071428572,6571.25,12.08392857142826,51.25,4.241170385695395,6622.75,6622.75,2025-10-17 06:22:00,2025-10-17 11:09:00,-0.0,-0.0,MES,tradovate,1m,5,25.0,2025-10-17 02:22:00-04:00,2025-10-17 07:09:00-04:00,2025-10-17 02:22:00,2025-10-17 07:09:00,2025-10,2025-10,2025-10-17,2025-10-16,0.0,0.0,1281.25,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,45945.75,46020.75,45609.0,45870.75,45609.0,75.0,336.75,4.49,45943.0,45943.0,2025-10-17 06:21:00,2025-10-17 11:09:00,-0.0,-0.0,MYM,tradovate,1m,5,2.5,2025-10-17 02:21:00-04:00,2025-10-17 07:09:00-04:00,2025-10-17 02:21:00,2025-10-17 07:09:00,2025-10,2025-10,2025-10-17,2025-10-16,0.0,0.0,841.875,True,True,True,True
SHORT,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,24638.75,24693.666964285716,24410.0,24583.833035714284,24410.0,54.91696428571595,228.75,4.165379550294962,24638.75,24638.75,2025-10-17 06:22:00,2025-10-17 11:09:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-10-17 02:22:00-04:00,2025-10-17 07:09:00-04:00,2025-10-17 02:22:00,2025-10-17 07:09:00,2025-10,2025-10,2025-10-17,2025-10-16,0.0,0.0,2287.5,True,True,True,True
LONG,LONDON_CONTINUATION,MSS,PULLBACK_1M,A,6746.25,6735.5,6788.75,6755.5,6788.75,10.75,42.5,3.953488372093023,6746.25,6735.5,2025-10-23 06:45:00,2025-10-23 09:21:00,-0.001593477858069292,-150.5,MES,tradovate,1m,5,25.0,2025-10-23 02:45:00-04:00,2025-10-23 05:21:00-04:00,2025-10-23 02:45:00,2025-10-23 05:21:00,2025-10,2025-10,2025-10-23,2025-10-22,-10.75,-268.75,1062.5,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4107.35,4113.311428571429,4056.1,4101.388571428572,4056.1,5.961428571428769,51.250000000000455,8.596932662353014,4107.7,4099.3,2025-10-24 06:56:00,2025-10-24 07:37:00,0.0020449399907489507,100.79999999999563,MGC,tradovate,1m,5,50.0,2025-10-24 02:56:00-04:00,2025-10-24 03:37:00-04:00,2025-10-24 02:56:00,2025-10-24 03:37:00,2025-10,2025-10,2025-10-24,2025-10-23,8.399999999999636,419.9999999999818,2562.5000000000227,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,25345.75,25320.75,25548.75,25370.75,25548.75,25.0,203.0,8.12,25343.75,25370.0,2025-10-24 08:25:00,2025-10-24 08:49:00,0.0010357583230580225,52.5,NQ,tradovate,1m,5,10.0,2025-10-24 04:25:00-04:00,2025-10-24 04:49:00-04:00,2025-10-24 04:25:00,2025-10-24 04:49:00,2025-10,2025-10,2025-10-24,2025-10-23,26.25,262.5,2030.0,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4107.35,4113.311428571429,4056.1,4101.388571428572,4056.1,5.961428571428769,51.250000000000455,8.596932662353014,4107.7,4107.7,2025-10-24 06:56:00,2025-10-24 12:30:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2025-10-24 02:56:00-04:00,2025-10-24 08:30:00-04:00,2025-10-24 02:56:00,2025-10-24 08:30:00,2025-10,2025-10,2025-10-24,2025-10-23,0.0,0.0,2562.5000000000227,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,25345.75,25320.75,25548.75,25370.75,25548.75,25.0,203.0,8.12,25343.75,25548.75,2025-10-24 08:25:00,2025-10-24 16:20:00,0.008088779284833647,205.0,NQ,tradovate,1m,5,10.0,2025-10-24 04:25:00-04:00,2025-10-24 12:20:00-04:00,2025-10-24 04:25:00,2025-10-24 12:20:00,2025-10,2025-10,2025-10-24,2025-10-23,205.0,2050.0,2030.0,True,True,True,True
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,25767.0,25742.0,25995.5,25792.0,25995.5,25.0,228.5,9.14,25766.25,25792.25,2025-10-27 04:30:00,2025-10-27 06:07:00,0.001009071944889195,52.0,NQ,tradovate,1m,5,10.0,2025-10-27 00:30:00-04:00,2025-10-27 02:07:00-04:00,2025-10-27 00:30:00,2025-10-27 02:07:00,2025-10,2025-10,2025-10-27,2025-10-26,26.0,260.0,2285.0,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4070.4,4077.312857142857,3986.7,4065.387142857143,3986.7,6.912857142856865,83.70000000000027,12.107873527588872,4070.7,4056.7,2025-10-27 08:50:00,2025-10-27 08:54:00,0.003439211929152197,168.0,MGC,tradovate,1m,5,50.0,2025-10-27 04:50:00-04:00,2025-10-27 04:54:00-04:00,2025-10-27 04:50:00,2025-10-27 04:54:00,2025-10,2025-10,2025-10-27,2025-10-26,14.0,700.0,4185.000000000014,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4070.4,4077.312857142857,3986.7,4065.387142857143,3986.7,6.912857142856865,83.70000000000027,12.107873527588872,4070.7,3986.7,2025-10-27 08:50:00,2025-10-27 15:09:00,0.020635271574913405,1008.0,MGC,tradovate,1m,5,50.0,2025-10-27 04:50:00-04:00,2025-10-27 11:09:00-04:00,2025-10-27 04:50:00,2025-10-27 11:09:00,2025-10,2025-10,2025-10-27,2025-10-26,84.0,4200.0,4185.000000000014,True,True,True,True
LONG,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,25767.0,25742.0,25995.5,25792.0,25995.5,25.0,228.5,9.14,25766.25,25995.5,2025-10-27 04:30:00,2025-10-27 20:22:00,0.008897297821762962,229.25,NQ,tradovate,1m,5,10.0,2025-10-27 00:30:00-04:00,2025-10-27 16:22:00-04:00,2025-10-27 00:30:00,2025-10-27 16:22:00,2025-10,2025-10,2025-10-27,2025-10-26,229.25,2292.5,2285.0,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,3966.6,3981.5082142857145,3901.4,3952.9917857142855,3901.4,14.908214285714621,65.19999999999982,4.373427880123503,3966.4,3947.6,2025-10-28 06:29:00,2025-10-28 07:21:00,0.004739814441307,225.60000000000218,MGC,tradovate,1m,5,50.0,2025-10-28 02:29:00-04:00,2025-10-28 03:21:00-04:00,2025-10-28 02:29:00,2025-10-28 03:21:00,2025-10,2025-10,2025-10-28,2025-10-27,18.800000000000182,940.0000000000091,3259.999999999991,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,3966.6,3981.5082142857145,3901.4,3952.9917857142855,3901.4,14.908214285714621,65.19999999999982,4.373427880123503,3966.4,3966.4,2025-10-28 06:29:00,2025-10-28 14:50:00,-0.0,-0.0,MGC,tradovate,1m,5,50.0,2025-10-28 02:29:00-04:00,2025-10-28 10:50:00-04:00,2025-10-28 02:29:00,2025-10-28 10:50:00,2025-10,2025-10,2025-10-28,2025-10-27,0.0,0.0,3259.999999999991,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,26288.0,26260.29375,26399.0,26313.20625,26399.0,27.706249999999272,111.0,4.006316264380886,26288.0,26260.29375,2025-10-29 06:29:00,2025-10-29 08:57:00,-0.0010539504716980952,-83.11874999999782,NQ,tradovate,1m,5,10.0,2025-10-29 02:29:00-04:00,2025-10-29 04:57:00-04:00,2025-10-29 02:29:00,2025-10-29 04:57:00,2025-10,2025-10,2025-10-29,2025-10-28,-27.706249999999272,-277.0624999999927,1110.0,True,True,True,True
LONG,ASIA_CONTINUATION,iFVG,PULLBACK_1M,B,6943.25,6933.25,6963.25,6953.25,6963.25,10.0,20.0,2.0,6943.25,6933.25,2025-10-29 06:25:00,2025-10-29 09:12:00,-0.0014402477226083121,-140.0,MES,tradovate,1m,5,25.0,2025-10-29 02:25:00-04:00,2025-10-29 05:12:00-04:00,2025-10-29 02:25:00,2025-10-29 05:12:00,2025-10,2025-10,2025-10-29,2025-10-28,-10.0,-250.0,500.0,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26184.5,26157.282142857144,26382.75,26211.717857142856,26382.75,27.21785714285579,198.25,7.2838210208637655,26181.0,26157.282142857144,2025-10-31 06:28:00,2025-10-31 06:52:00,-0.000905918686943008,-71.15357142856737,NQ,tradovate,1m,5,10.0,2025-10-31 02:28:00-04:00,2025-10-31 02:52:00-04:00,2025-10-31 02:28:00,2025-10-31 02:52:00,2025-10,2025-10,2025-10-31,2025-10-30,-23.71785714285579,-237.17857142855792,1982.5,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26173.75,26142.57767857143,26382.75,26204.92232142857,26382.75,31.172321428570285,209.0,6.704665883768469,26174.25,26206.25,2025-10-31 07:29:00,2025-10-31 07:43:00,0.00122257562298822,64.0,NQ,tradovate,1m,5,10.0,2025-10-31 03:29:00-04:00,2025-10-31 03:43:00-04:00,2025-10-31 03:29:00,2025-10-31 03:43:00,2025-10,2025-10,2025-10-31,2025-10-30,32.0,320.0,2090.0,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,26173.75,26142.57767857143,26382.75,26204.92232142857,26382.75,31.172321428570285,209.0,6.704665883768469,26174.25,26174.25,2025-10-31 07:29:00,2025-10-31 08:13:00,0.0,0.0,NQ,tradovate,1m,5,10.0,2025-10-31 03:29:00-04:00,2025-10-31 04:13:00-04:00,2025-10-31 03:29:00,2025-10-31 04:13:00,2025-10,2025-10,2025-10-31,2025-10-30,0.0,0.0,2090.0,True,True,True,True
SHORT,ASIA_CONTINUATION,C2C3,PULLBACK_1M,B,6787.75,6799.011607142857,6748.5,6777.988392857143,6748.5,11.261607142857429,39.25,3.4852929517163944,6788.0,6799.011607142857,2025-11-05 05:47:00,2025-11-05 06:18:00,-0.0016222167269972498,-154.162500000004,MES,tradovate,1m,5,25.0,2025-11-05 00:47:00-05:00,2025-11-05 01:18:00-05:00,2025-11-05 00:47:00,2025-11-05 01:18:00,2025-11,2025-11,2025-11-05,2025-11-04,-11.011607142857429,-275.2901785714357,981.25,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,6794.75,6804.75,6748.5,6784.75,6748.5,10.0,46.25,4.625,6795.75,6784.5,2025-11-05 08:48:00,2025-11-05 10:46:00,0.001655446418717621,78.75,MES,tradovate,1m,5,25.0,2025-11-05 03:48:00-05:00,2025-11-05 05:46:00-05:00,2025-11-05 03:48:00,2025-11-05 05:46:00,2025-11,2025-11,2025-11-05,2025-11-04,11.25,281.25,1156.25,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,6794.75,6804.75,6748.5,6784.75,6748.5,10.0,46.25,4.625,6795.75,6795.75,2025-11-05 08:48:00,2025-11-05 12:42:00,-0.0,-0.0,MES,tradovate,1m,5,25.0,2025-11-05 03:48:00-05:00,2025-11-05 07:42:00-05:00,2025-11-05 03:48:00,2025-11-05 07:42:00,2025-11,2025-11,2025-11-05,2025-11-04,0.0,0.0,1156.25,True,True,True,True
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,47064.75,47159.74285714285,46874.76428571429,46969.75714285715,46874.76428571429,94.99285714285361,189.98571428570722,2.0,47078.0,46972.0,2025-11-06 15:41:00,2025-11-06 16:23:00,0.002251582480139347,106.0,MYM,tradovate,1m,5,2.5,2025-11-06 10:41:00-05:00,2025-11-06 11:23:00-05:00,2025-11-06 10:41:00,2025-11-06 11:23:00,2025-11,2025-11,2025-11-06,2025-11-05,106.0,265.0,474.96428571426804,True,True,True,True
SHORT,NYAM_CONTINUATION,MSS,PULLBACK_1M,A,47064.75,47159.74285714285,46874.76428571429,46969.75714285715,46874.76428571429,94.99285714285361,189.98571428570722,2.0,47078.0,47078.0,2025-11-06 15:41:00,2025-11-06 18:40:00,-0.0,-0.0,MYM,tradovate,1m,5,2.5,2025-11-06 10:41:00-05:00,2025-11-06 13:40:00-05:00,2025-11-06 10:41:00,2025-11-06 13:40:00,2025-11,2025-11,2025-11-06,2025-11-05,0.0,0.0,474.96428571426804,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,3990.75,3996.054642857143,3964.8,3985.445357142857,3964.8,5.3046428571428805,25.949999999999818,4.891941022015699,3991.4,3985.6,2025-11-06 19:53:00,2025-11-06 21:49:00,0.0014531242170667813,69.60000000000218,MGC,tradovate,1m,5,50.0,2025-11-06 14:53:00-05:00,2025-11-06 16:49:00-05:00,2025-11-06 14:53:00,2025-11-06 16:49:00,2025-11,2025-11,2025-11-06,2025-11-05,5.800000000000182,290.0000000000091,1297.499999999991,True,True,True,True
SHORT,NYPM_CONTINUATION,iFVG,PULLBACK_1M,B,3990.75,3996.054642857143,3964.8,3985.445357142857,3964.8,5.3046428571428805,25.949999999999818,4.891941022015699,3991.4,3984.9,2025-11-06 19:53:00,2025-11-06 21:51:00,0.001628501277747163,84.5,MGC,tradovate,1m,5,50.0,2025-11-06 14:53:00-05:00,2025-11-06 16:51:00-05:00,2025-11-06 14:53:00,2025-11-06 16:51:00,2025-11,2025-11,2025-11-06,2025-11-05,6.5,325.0,1297.499999999991,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,47071.75,47146.75,46742.0,46996.75,46742.0,75.0,329.75,4.3966666666666665,47082.0,47003.0,2025-11-07 08:30:00,2025-11-07 10:15:00,0.0016779236226158734,79.0,MYM,tradovate,1m,5,2.5,2025-11-07 03:30:00-05:00,2025-11-07 05:15:00-05:00,2025-11-07 03:30:00,2025-11-07 05:15:00,2025-11,2025-11,2025-11-07,2025-11-06,79.0,197.5,824.375,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,25273.75,25331.183928571427,24820.75,25222.316071428573,24820.75,57.433928571426804,453.0,7.8873239436622145,25273.5,25208.5,2025-11-07 09:29:00,2025-11-07 10:18:00,0.0025718638099194724,130.0,NQ,tradovate,1m,5,10.0,2025-11-07 04:29:00-05:00,2025-11-07 05:18:00-05:00,2025-11-07 04:29:00,2025-11-07 05:18:00,2025-11,2025-11,2025-11-07,2025-11-06,65.0,650.0,4530.0,True,True,True,True
SHORT,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,25273.75,25331.183928571427,24820.75,25222.316071428573,24820.75,57.433928571426804,453.0,7.8873239436622145,25273.5,24820.75,2025-11-07 09:29:00,2025-11-07 16:04:00,0.017914020614477666,452.75,NQ,tradovate,1m,5,10.0,2025-11-07 04:29:00-05:00,2025-11-07 11:04:00-05:00,2025-11-07 04:29:00,2025-11-07 11:04:00,2025-11,2025-11,2025-11-07,2025-11-06,452.75,4527.5,4530.0,True,True,True,True
SHORT,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,47071.75,47146.75,46742.0,46996.75,46742.0,75.0,329.75,4.3966666666666665,47082.0,46742.0,2025-11-07 08:30:00,2025-11-07 16:11:00,0.007221443439106245,340.0,MYM,tradovate,1m,5,2.5,2025-11-07 03:30:00-05:00,2025-11-07 11:11:00-05:00,2025-11-07 03:30:00,2025-11-07 11:11:00,2025-11,2025-11,2025-11-07,2025-11-06,340.0,850.0,824.375,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4138.05,4130.581071428572,4154.9,4145.518928571429,4154.9,7.468928571428478,16.849999999999454,2.2560130062640016,4137.4,4146.0,2025-11-11 07:45:00,2025-11-11 09:03:00,0.0020786000870112176,103.20000000000437,MGC,tradovate,1m,5,50.0,2025-11-11 02:45:00-05:00,2025-11-11 04:03:00-05:00,2025-11-11 02:45:00,2025-11-11 04:03:00,2025-11,2025-11,2025-11-11,2025-11-10,8.600000000000364,430.0000000000182,842.4999999999727,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4138.05,4130.581071428572,4154.9,4145.518928571429,4154.9,7.468928571428478,16.849999999999454,2.2560130062640016,4137.4,4137.4,2025-11-11 07:45:00,2025-11-11 14:21:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-11 02:45:00-05:00,2025-11-11 09:21:00-05:00,2025-11-11 02:45:00,2025-11-11 09:21:00,2025-11,2025-11,2025-11-11,2025-11-10,0.0,0.0,842.4999999999727,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25535.75,25571.25,25452.0,25521.25,25452.0,35.5,83.75,2.359154929577465,25536.0,25496.25,2025-11-11 15:43:00,2025-11-11 15:53:00,0.0015566259398496207,79.5,NQ,tradovate,1m,5,10.0,2025-11-11 10:43:00-05:00,2025-11-11 10:53:00-05:00,2025-11-11 10:43:00,2025-11-11 10:53:00,2025-11,2025-11,2025-11-11,2025-11-10,39.75,397.5,837.5,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25535.75,25571.25,25452.0,25521.25,25452.0,35.5,83.75,2.359154929577465,25536.0,25536.0,2025-11-11 15:43:00,2025-11-11 16:03:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-11 10:43:00-05:00,2025-11-11 11:03:00-05:00,2025-11-11 10:43:00,2025-11-11 11:03:00,2025-11,2025-11,2025-11-11,2025-11-10,0.0,0.0,837.5,True,True,True,True
LONG,LONDON_CONTINUATION,C2C3,PULLBACK_1M,A,4134.1,4125.828571428571,4224.0,4139.8714285714295,4224.0,8.271428571429169,89.89999999999964,10.86873920552594,4134.3,4125.828571428571,2025-11-12 09:40:00,2025-11-12 10:29:00,-0.0020490599548723676,-203.3142857142957,MGC,tradovate,1m,5,50.0,2025-11-12 04:40:00-05:00,2025-11-12 05:29:00-05:00,2025-11-12 04:40:00,2025-11-12 05:29:00,2025-11,2025-11,2025-11-12,2025-11-11,-8.471428571428987,-423.57142857144936,4494.999999999982,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,48098.0,48022.25,48528.0,48172.25,48528.0,75.75,430.0,5.676567656765677,48098.0,48178.0,2025-11-12 07:31:00,2025-11-12 14:31:00,0.0016632708220716275,80.0,MYM,tradovate,1m,5,2.5,2025-11-12 02:31:00-05:00,2025-11-12 09:31:00-05:00,2025-11-12 02:31:00,2025-11-12 09:31:00,2025-11,2025-11,2025-11-12,2025-11-11,80.0,200.0,1075.0,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,6892.5,6880.25,6910.25,6900.25,6910.25,12.25,17.75,1.4489795918367347,6892.25,6880.25,2025-11-12 07:12:00,2025-11-12 14:46:00,-0.0017410860023939767,-168.0,MES,tradovate,1m,5,25.0,2025-11-12 02:12:00-05:00,2025-11-12 09:46:00-05:00,2025-11-12 02:12:00,2025-11-12 09:46:00,2025-11,2025-11,2025-11-12,2025-11-11,-12.0,-300.0,443.75,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25599.75,25666.691071428573,25478.5,25559.308928571427,25478.5,66.9410714285732,121.25,1.8112945821217543,25600.5,25510.0,2025-11-12 15:14:00,2025-11-12 16:11:00,0.0035350872053280247,181.0,NQ,tradovate,1m,5,10.0,2025-11-12 10:14:00-05:00,2025-11-12 11:11:00-05:00,2025-11-12 10:14:00,2025-11-12 11:11:00,2025-11,2025-11,2025-11-12,2025-11-11,90.5,905.0,1212.5,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25599.75,25666.691071428573,25478.5,25559.308928571427,25478.5,66.9410714285732,121.25,1.8112945821217543,25600.5,25600.5,2025-11-12 15:14:00,2025-11-12 16:31:00,-0.0,-0.0,NQ,tradovate,1m,5,10.0,2025-11-12 10:14:00-05:00,2025-11-12 11:31:00-05:00,2025-11-12 10:14:00,2025-11-12 11:31:00,2025-11,2025-11,2025-11-12,2025-11-11,0.0,0.0,1212.5,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,48098.0,48022.25,48528.0,48172.25,48528.0,75.75,430.0,5.676567656765677,48098.0,48401.0,2025-11-12 07:31:00,2025-11-12 21:51:00,0.00629963823859625,303.0,MYM,tradovate,1m,5,2.5,2025-11-12 02:31:00-05:00,2025-11-12 16:51:00-05:00,2025-11-12 02:31:00,2025-11-12 16:51:00,2025-11,2025-11,2025-11-12,2025-11-11,303.0,757.5,1075.0,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4224.95,4219.602857142858,4250.0,4230.297142857142,4250.0,5.347142857141989,25.050000000000182,4.684744857067319,4224.6,4231.4,2025-11-13 08:00:00,2025-11-13 08:04:00,0.0016096198456656552,81.59999999999127,MGC,tradovate,1m,5,50.0,2025-11-13 03:00:00-05:00,2025-11-13 03:04:00-05:00,2025-11-13 03:00:00,2025-11-13 03:04:00,2025-11,2025-11,2025-11-13,2025-11-12,6.799999999999272,339.9999999999636,1252.500000000009,True,True,True,True
LONG,LONDON_CONTINUATION,iFVG,PULLBACK_1M,A,4224.95,4219.602857142858,4250.0,4230.297142857142,4250.0,5.347142857141989,25.050000000000182,4.684744857067319,4224.6,4224.6,2025-11-13 08:00:00,2025-11-13 11:22:00,0.0,0.0,MGC,tradovate,1m,5,50.0,2025-11-13 03:00:00-05:00,2025-11-13 06:22:00-05:00,2025-11-13 03:00:00,2025-11-13 06:22:00,2025-11,2025-11,2025-11-13,2025-11-12,0.0,0.0,1252.500000000009,True,True,True,True
SHORT,NYAM_CONTINUATION,iFVG,PULLBACK_1M,B,25258.25,25344.814285714285,25021.5,25171.685714285715,25021.5,86.56428571428478,236.75,2.734961630497595,25261.0,25169.25,2025-11-13 15:46:00,2025-11-13 16:42:00,0.0036320810735916975,183.5,NQ,tradovate,1m,5,10.0,2025-11-13 10:46:00-05:00,2025-11-13 11:42:00-05:00,2025-11-13 10:46:00,2025-11-13 11:42:00,2025-11,2025-11,2025-11-13,2025-11-12,91.75,917.5,2367.5,True,True,True,True
