side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,prop_daily_loss_limit,prop_max_drawdown_limit,entry_apex_session_date,exit_apex_session_date,calendar_exit_date_et,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,20576.25,20551.25,20991.5,20601.25,20991.5,25.0,415.25,16.61,20575.0,20747.0,172.0,1720.0,0.008359659781288054,344.0,-141.25,519.0,3.674336283185841,-1000.0,-2000.0,2025-05-11,2025-05-11,2025-05-12,2025-05-12 02:28:00,2025-05-12 03:01:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,20575.0,20991.5,416.5,4165.0,0.020243013365735196,833.0,691.75,1352.0,1.9544633176725696,-1000.0,-2000.0,2025-05-11,2025-05-11,2025-05-12,2025-05-12 02:28:00,2025-05-12 16:01:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21376.5,21345.0,-31.5,-315.0,-0.0014735808013472962,-94.5,597.25,1352.0,2.263708664713269,-1000.0,-2000.0,2025-05-13,2025-05-13,2025-05-14,2025-05-14 14:41:00,2025-05-14 15:08:00,2025-05,2025-05
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21212.75,21187.75,21307.75,21237.75,21307.75,25.0,95.0,3.8,21211.25,21241.75,30.5,305.0,0.0014379162001296741,61.0,658.25,1352.0,2.053930877326244,-1000.0,-2000.0,2025-05-25,2025-05-25,2025-05-26,2025-05-26 00:23:00,2025-05-26 02:30:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21211.25,21272.0,60.75,607.5,0.0028640462018976187,60.75,719.0,1352.0,1.8803894297635606,-1000.0,-2000.0,2025-05-25,2025-05-26,2025-05-26,2025-05-26 00:23:00,2025-05-26 18:01:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21333.75,21300.75,-33.0,-330.0,-0.0015468447881877845,-99.0,620.0,1352.0,2.1806451612903226,-1000.0,-2000.0,2025-05-26,2025-05-26,2025-05-27,2025-05-27 04:24:00,2025-05-27 04:50:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21474.25,21452.0,-22.25,-222.5,-0.0010361246609311703,-66.75,553.25,1352.0,2.4437415273384544,-1000.0,-2000.0,2025-05-26,2025-05-26,2025-05-27,2025-05-27 13:58:00,2025-05-27 14:22:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21482.5,21452.0,-30.5,-305.0,-0.001419760269987247,-91.5,461.75,1352.0,2.9279913373037356,-1000.0,-2000.0,2025-05-27,2025-05-27,2025-05-27,2025-05-27 21:10:00,2025-05-27 23:41:00,2025-05,2025-05
LONG,,,,PULLBACK_1M,,,,,,,,,21797.75,21772.25,-25.5,-255.0,-0.0011698455115780604,-76.5,385.25,1352.0,3.509409474367294,-1000.0,-2000.0,2025-05-28,2025-05-28,2025-05-29,2025-05-28 23:12:00,2025-05-29 02:17:00,2025-05,2025-05
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21698.5,21672.5,21793.25,21722.5,21793.25,26.0,94.75,3.644230769230769,21698.75,21735.5,36.75,367.5,0.001693645947347111,73.5,458.75,1352.0,2.9471389645776567,-1000.0,-2000.0,2025-06-03,2025-06-03,2025-06-04,2025-06-04 03:31:00,2025-06-04 04:05:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21698.75,21698.75,0.0,0.0,0.0,0.0,458.75,1352.0,2.9471389645776567,-1000.0,-2000.0,2025-06-03,2025-06-03,2025-06-04,2025-06-04 03:31:00,2025-06-04 08:20:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21823.5,21787.75,-35.75,-357.5,-0.001638142369464135,-107.25,351.5,1352.0,3.8463726884779517,-1000.0,-2000.0,2025-06-04,2025-06-04,2025-06-05,2025-06-05 03:57:00,2025-06-05 04:55:00,2025-06,2025-06
LONG,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,21767.25,21741.5,21973.25,21791.5,21973.25,25.75,206.0,8.0,21767.0,21794.0,27.0,270.0,0.001240409794643238,54.0,405.5,1352.0,3.334155363748459,-1000.0,-2000.0,2025-06-08,2025-06-08,2025-06-09,2025-06-09 02:55:00,2025-06-09 04:00:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21767.0,21767.0,0.0,0.0,0.0,0.0,405.5,1352.0,3.334155363748459,-1000.0,-2000.0,2025-06-08,2025-06-08,2025-06-09,2025-06-09 02:55:00,2025-06-09 04:29:00,2025-06,2025-06
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21749.75,21719.75,21981.5,21769.75,21981.5,30.0,231.75,7.725,21750.0,21782.5,32.5,325.0,0.0014942528735633065,65.0,470.5,1352.0,2.873538788522848,-1000.0,-2000.0,2025-06-15,2025-06-15,2025-06-16,2025-06-16 02:42:00,2025-06-16 03:51:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21750.0,21750.0,0.0,0.0,0.0,0.0,470.5,1352.0,2.873538788522848,-1000.0,-2000.0,2025-06-15,2025-06-15,2025-06-16,2025-06-16 02:42:00,2025-06-16 05:14:00,2025-06,2025-06
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,21982.25,21957.0,22097.75,22007.0,22097.75,25.25,115.5,4.574257425742574,21982.5,22010.5,28.0,280.0,0.0012737404753782045,56.0,526.5,1352.0,2.567901234567901,-1000.0,-2000.0,2025-06-17,2025-06-17,2025-06-18,2025-06-18 00:48:00,2025-06-18 02:12:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21982.5,21982.5,0.0,0.0,0.0,0.0,526.5,1352.0,2.567901234567901,-1000.0,-2000.0,2025-06-17,2025-06-17,2025-06-18,2025-06-18 00:48:00,2025-06-18 06:52:00,2025-06,2025-06
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,21905.25,21880.0,22130.5,21930.0,22130.5,25.25,225.25,8.92079207920792,21904.75,21932.75,28.0,280.0,0.0012782615642725759,56.0,582.5,1352.0,2.321030042918455,-1000.0,-2000.0,2025-06-19,2025-06-19,2025-06-20,2025-06-20 00:18:00,2025-06-20 02:08:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21904.75,21904.75,0.0,0.0,0.0,0.0,582.5,1352.0,2.321030042918455,-1000.0,-2000.0,2025-06-19,2025-06-19,2025-06-20,2025-06-20 00:18:00,2025-06-20 02:48:00,2025-06,2025-06
LONG,LONDON_CONTINUATION,C2C3,A,PULLBACK_1M,21916.5,21889.75,22130.5,21939.75,22130.5,26.75,214.0,8.0,21917.0,21947.5,30.5,305.0,0.0013916138157594737,61.0,643.5,1352.0,2.101010101010101,-1000.0,-2000.0,2025-06-19,2025-06-19,2025-06-20,2025-06-20 03:24:00,2025-06-20 04:11:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,21917.0,21889.75,-27.25,-272.5,-0.0012433270976867083,-27.25,616.25,1352.0,2.193914807302231,-1000.0,-2000.0,2025-06-19,2025-06-19,2025-06-20,2025-06-20 03:24:00,2025-06-20 04:45:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22427.0,22401.25,-25.75,-257.5,-0.0011481696169794997,-77.25,539.0,1352.0,2.50834879406308,-1000.0,-2000.0,2025-06-23,2025-06-23,2025-06-24,2025-06-24 14:38:00,2025-06-24 16:00:00,2025-06,2025-06
LONG,LONDON_CONTINUATION,MSS,A,PULLBACK_1M,22426.0,22394.5,22548.25,22444.5,22548.25,31.5,122.25,3.880952380952381,22425.75,22458.0,32.25,322.5,0.001438078994013603,64.5,603.5,1352.0,2.24026512013256,-1000.0,-2000.0,2025-06-24,2025-06-24,2025-06-25,2025-06-25 04:57:00,2025-06-25 07:23:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22425.75,22425.75,0.0,0.0,0.0,0.0,603.5,1352.0,2.24026512013256,-1000.0,-2000.0,2025-06-24,2025-06-24,2025-06-25,2025-06-25 04:57:00,2025-06-25 12:20:00,2025-06,2025-06
LONG,NYPM_CONTINUATION,iFVG,A,PULLBACK_1M,22444.0,22415.75,22548.25,22465.75,22548.25,28.25,104.25,3.690265486725664,22444.0,22475.5,31.5,315.0,0.0014034931384780958,63.0,666.5,1352.0,2.028507126781695,-1000.0,-2000.0,2025-06-24,2025-06-24,2025-06-25,2025-06-25 15:09:00,2025-06-25 16:02:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22444.0,22469.5,25.5,255.0,0.0011361611121012416,25.5,692.0,1352.0,1.953757225433526,-1000.0,-2000.0,2025-06-24,2025-06-24,2025-06-25,2025-06-25 15:09:00,2025-06-25 16:56:00,2025-06,2025-06
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,22480.25,22455.25,22548.25,22505.25,22548.25,25.0,68.0,2.72,22480.75,22505.75,25.0,250.0,0.001112062542397485,50.0,742.0,1352.0,1.8221024258760108,-1000.0,-2000.0,2025-06-25,2025-06-25,2025-06-26,2025-06-25 22:11:00,2025-06-26 01:53:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22480.75,22548.25,67.5,675.0,0.003002568864473032,67.5,809.5,1352.0,1.6701667696108708,-1000.0,-2000.0,2025-06-25,2025-06-25,2025-06-26,2025-06-25 22:11:00,2025-06-26 03:17:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22576.25,22543.60625,-32.64374999999927,-326.4374999999927,-0.0014459332262886093,-97.93124999999782,711.5687500000022,1352.0,1.9000272285706699,-1000.0,-2000.0,2025-06-25,2025-06-25,2025-06-26,2025-06-26 04:26:00,2025-06-26 06:03:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22667.0,22642.25,-24.75,-247.5,-0.0010918957074160796,-74.25,637.3187500000022,1352.0,2.1213874532955375,-1000.0,-2000.0,2025-06-25,2025-06-25,2025-06-26,2025-06-26 14:54:00,2025-06-26 16:04:00,2025-06,2025-06
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,22688.25,22660.25,22735.25,22710.25,22735.25,28.0,47.0,1.6785714285714286,22688.25,22716.5,28.25,282.5,0.0012451379017772712,56.5,693.8187500000022,1352.0,1.9486357207844207,-1000.0,-2000.0,2025-06-26,2025-06-26,2025-06-27,2025-06-26 20:06:00,2025-06-27 01:52:00,2025-06,2025-06
LONG,,,,PULLBACK_1M,,,,,,,,,22688.25,22735.25,47.0,470.0,0.002071556863133983,47.0,740.8187500000022,1352.0,1.82500780386565,-1000.0,-2000.0,2025-06-26,2025-06-26,2025-06-27,2025-06-26 20:06:00,2025-06-27 02:36:00,2025-06,2025-06
