side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,pnl,cycle_realized_pnl,best_day_pnl_in_cycle,consistency_ratio,qualifying_days_count,prop_daily_loss_limit,prop_max_drawdown_limit,prop_qualifying_day_target,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et
LONG,,,,PULLBACK_1M,,,,,,,,,23735.0,23785.0,50.0,500.0,,50.0,1071.840178571434,1295.0,1.2082025155336096,5,-1000.0,-2000.0,150.0,2025-09-04 21:58:00,2025-09-05 02:26:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23778.0,23747.25,-30.75,-307.5,,-61.5,1010.3401785714341,1295.0,1.2817465121807383,5,-1000.0,-2000.0,150.0,2025-09-05 02:43:00,2025-09-05 03:08:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23776.5,23752.25,-24.25,-242.5,,-48.5,961.8401785714341,1295.0,1.3463775259663087,5,-1000.0,-2000.0,150.0,2025-09-05 04:30:00,2025-09-05 08:30:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23816.25,23841.0,24.75,247.5,,24.75,986.5901785714341,1295.0,1.3126017551432938,5,-1000.0,-2000.0,150.0,2025-09-08 21:56:00,2025-09-08 23:35:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23816.25,23816.25,0.0,0.0,,0.0,986.5901785714341,1295.0,1.3126017551432938,5,-1000.0,-2000.0,150.0,2025-09-08 21:56:00,2025-09-09 07:18:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23897.0,23924.0,27.0,270.0,,27.0,1013.5901785714341,1295.0,1.2776366892437614,5,-1000.0,-2000.0,150.0,2025-09-09 21:30:00,2025-09-10 00:32:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23897.0,23947.25,50.25,502.5,,50.25,1063.840178571434,1295.0,1.2172881097036363,5,-1000.0,-2000.0,150.0,2025-09-09 21:30:00,2025-09-10 02:43:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23940.0,23911.25,-28.75,-287.5,,-57.5,1006.3401785714341,1295.0,1.286841197017829,5,-1000.0,-2000.0,150.0,2025-09-10 02:54:00,2025-09-10 04:22:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,23931.0,23906.75,-24.25,-242.5,,-48.5,957.8401785714341,1295.0,1.3520000820297822,5,-1000.0,-2000.0,150.0,2025-09-11 03:54:00,2025-09-11 08:30:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24107.5,24138.5,31.0,310.0,,31.0,988.8401785714341,1295.0,1.3096150703249856,5,-1000.0,-2000.0,150.0,2025-09-12 13:47:00,2025-09-12 14:40:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24107.5,24151.25,43.75,437.5,,43.75,1032.590178571434,1295.0,1.254127752591647,5,-1000.0,-2000.0,150.0,2025-09-12 13:47:00,2025-09-12 14:52:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24274.0,24311.75,37.75,377.5,,37.75,1070.340178571434,1295.0,1.209895719067947,5,-1000.0,-2000.0,150.0,2025-09-15 14:33:00,2025-09-15 16:00:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24274.0,24299.75,25.75,257.5,,25.75,1096.090178571434,1295.0,1.1814721318713126,5,-1000.0,-2000.0,150.0,2025-09-15 14:33:00,2025-09-15 16:56:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24303.25,24333.75,30.5,305.0,,30.5,1126.590178571434,1295.0,1.1494863213188287,5,-1000.0,-2000.0,150.0,2025-09-15 20:49:00,2025-09-15 22:32:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24303.25,24353.0,49.75,497.5,,49.75,1176.340178571434,1295.0,1.100872029698644,5,-1000.0,-2000.0,150.0,2025-09-15 20:49:00,2025-09-16 01:50:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24359.75,24397.5,37.75,377.5,,37.75,1214.090178571434,1295.0,1.066642349025316,5,-1000.0,-2000.0,150.0,2025-09-16 03:11:00,2025-09-16 04:48:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24359.75,24322.0,-37.75,-377.5,,-37.75,1176.340178571434,1295.0,1.100872029698644,5,-1000.0,-2000.0,150.0,2025-09-16 03:11:00,2025-09-16 09:33:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24605.0,24630.0,25.0,250.0,,25.0,1201.340178571434,1295.0,1.0779627811499162,5,-1000.0,-2000.0,150.0,2025-09-17 22:19:00,2025-09-17 23:02:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24605.0,24605.0,0.0,0.0,,0.0,1201.340178571434,1295.0,1.0779627811499162,5,-1000.0,-2000.0,150.0,2025-09-17 22:19:00,2025-09-18 02:06:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24709.0,24733.75,24.75,247.5,,24.75,1226.090178571434,1295.0,1.056202898149674,5,-1000.0,-2000.0,150.0,2025-09-18 20:38:00,2025-09-18 23:19:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24709.0,24685.5,-23.5,-235.0,,-23.5,1202.590178571434,1295.0,1.0768423217445033,5,-1000.0,-2000.0,150.0,2025-09-18 20:38:00,2025-09-19 00:21:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24709.75,24735.75,26.0,260.0,,26.0,1228.590178571434,1295.0,1.0540536808667844,5,-1000.0,-2000.0,150.0,2025-09-19 04:30:00,2025-09-19 08:00:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24709.75,24709.75,0.0,0.0,,0.0,1228.590178571434,1295.0,1.0540536808667844,5,-1000.0,-2000.0,150.0,2025-09-19 04:30:00,2025-09-19 11:30:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,25012.75,24985.0,-27.75,-277.5,,-55.5,1173.090178571434,1295.0,1.1039219521699732,5,-1000.0,-2000.0,150.0,2025-09-22 14:18:00,2025-09-22 16:00:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,25001.0,24976.5,-24.5,-245.0,,-49.0,1124.090178571434,1295.0,1.1520428028699343,5,-1000.0,-2000.0,150.0,2025-09-22 21:20:00,2025-09-23 07:14:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24775.75,24748.0,-27.75,-277.5,,-55.5,1068.590178571434,1295.0,1.2118771311666428,5,-1000.0,-2000.0,150.0,2025-09-24 20:59:00,2025-09-25 01:09:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24793.75,24823.25,29.5,295.0,,29.5,1098.090178571434,1295.0,1.1793202646477876,5,-1000.0,-2000.0,150.0,2025-09-28 20:25:00,2025-09-29 00:06:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24793.75,24842.5,48.75,487.5,,48.75,1146.840178571434,1295.0,1.129189597815732,5,-1000.0,-2000.0,150.0,2025-09-28 20:25:00,2025-09-29 02:33:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24873.75,24899.5,25.75,257.5,,25.75,1172.590178571434,1295.0,1.1043926715962245,5,-1000.0,-2000.0,150.0,2025-09-29 04:26:00,2025-09-29 06:24:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,24873.75,24873.75,0.0,0.0,,0.0,1172.590178571434,1295.0,1.1043926715962245,5,-1000.0,-2000.0,150.0,2025-09-29 04:26:00,2025-09-29 09:27:00,2025-09,2025-09
LONG,,,,PULLBACK_1M,,,,,,,,,25009.5,25009.25,-0.25,-2.5,,-0.5,1172.090178571434,1295.0,1.1048637926293101,5,-1000.0,-2000.0,150.0,2025-10-01 14:10:00,2025-10-01 16:56:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25068.75,25042.25,-26.5,-265.0,,-53.0,1119.090178571434,1295.0,1.157190032400358,5,-1000.0,-2000.0,150.0,2025-10-01 21:17:00,2025-10-01 23:31:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25064.25,25095.0,30.75,307.5,,30.75,1149.840178571434,1295.0,1.1262434763837468,5,-1000.0,-2000.0,150.0,2025-10-02 00:00:00,2025-10-02 04:04:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25064.25,25114.641071428574,50.39107142857392,503.91071428573923,,50.39107142857392,1200.231250000008,1295.0,1.0789587423256906,5,-1000.0,-2000.0,150.0,2025-10-02 00:00:00,2025-10-02 05:17:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25106.5,25104.5,-2.0,-20.0,,-4.0,1196.231250000008,1295.0,1.0825666024023293,5,-1000.0,-2000.0,150.0,2025-10-02 14:13:00,2025-10-02 16:56:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25131.25,25156.5,25.25,252.5,,25.25,1221.481250000008,1295.0,1.0601881936378406,5,-1000.0,-2000.0,150.0,2025-10-02 20:13:00,2025-10-02 21:46:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25131.25,25184.0,52.75,527.5,,52.75,1274.231250000008,1295.0,1.0162990430504604,5,-1000.0,-2000.0,150.0,2025-10-02 20:13:00,2025-10-03 01:25:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25177.25,25155.11875,-22.131249999998545,-221.31249999998545,,-44.26249999999709,1229.968750000011,1295.0,1.0528722782590927,5,-1000.0,-2000.0,150.0,2025-10-03 02:14:00,2025-10-03 07:13:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25090.75,25064.25,-26.5,-265.0,,-53.0,1176.968750000011,1295.0,1.1002840984520514,5,-1000.0,-2000.0,150.0,2025-10-05 23:42:00,2025-10-06 03:40:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25142.5,25168.25,25.75,257.5,,25.75,1202.718750000011,1295.0,1.0767272065892282,5,-1000.0,-2000.0,150.0,2025-10-06 20:18:00,2025-10-07 00:09:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25142.5,25142.5,0.0,0.0,,0.0,1202.718750000011,1295.0,1.0767272065892282,5,-1000.0,-2000.0,150.0,2025-10-06 20:18:00,2025-10-07 02:31:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25337.25,25311.75,-25.5,-255.0,,-51.0,1151.718750000011,1295.0,1.1244064577397803,5,-1000.0,-2000.0,150.0,2025-10-09 20:54:00,2025-10-09 23:55:00,2025-10,2025-10
SHORT,,,,PULLBACK_1M,,,,,,,,,24489.75,24453.75,36.0,360.0,,36.0,1187.718750000011,1295.0,1.0903254663614497,5,-1000.0,-2000.0,150.0,2025-10-17 03:56:00,2025-10-17 04:03:00,2025-10,2025-10
SHORT,,,,PULLBACK_1M,,,,,,,,,24489.75,24489.75,0.0,0.0,,-0.0,1187.718750000011,1295.0,1.0903254663614497,5,-1000.0,-2000.0,150.0,2025-10-17 03:56:00,2025-10-17 04:33:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25339.0,25309.485714285714,-29.514285714285506,-295.14285714285506,,-59.02857142857101,1128.69017857144,1295.0,1.1473476287700626,5,-1000.0,-2000.0,150.0,2025-10-20 20:28:00,2025-10-21 00:55:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25101.25,25074.25,-27.0,-270.0,,-54.0,1074.69017857144,1295.0,1.2049984505501043,5,-1000.0,-2000.0,150.0,2025-10-22 22:17:00,2025-10-22 23:42:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25305.25,25330.5,25.25,252.5,,25.25,1099.94017857144,1295.0,1.1773367545150468,5,-1000.0,-2000.0,150.0,2025-10-23 21:03:00,2025-10-24 00:01:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25305.25,25355.75,50.5,505.0,,50.5,1150.44017857144,1295.0,1.125656095919796,5,-1000.0,-2000.0,150.0,2025-10-23 21:03:00,2025-10-24 02:04:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25343.75,25370.0,26.25,262.5,,26.25,1176.69017857144,1295.0,1.100544581388615,5,-1000.0,-2000.0,150.0,2025-10-24 04:25:00,2025-10-24 04:49:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25343.75,25548.75,205.0,2050.0,,205.0,1381.69017857144,1295.0,0.9372578745105716,6,-1000.0,-2000.0,150.0,2025-10-24 04:25:00,2025-10-24 12:20:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25726.0,25755.5,29.5,295.0,,29.5,1411.19017857144,1295.0,0.9176651167675641,6,-1000.0,-2000.0,150.0,2025-10-26 21:23:00,2025-10-26 23:11:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25726.0,25773.5,47.5,475.0,,47.5,1458.69017857144,1295.0,0.8877827649928041,6,-1000.0,-2000.0,150.0,2025-10-26 21:23:00,2025-10-27 01:11:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25799.0,25773.5,-25.5,-255.0,,-51.0,1407.69017857144,1295.0,0.9199467466017268,6,-1000.0,-2000.0,150.0,2025-10-27 02:26:00,2025-10-27 04:26:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25925.0,25951.0,26.0,260.0,,26.0,1433.69017857144,1295.0,0.9032634939930789,6,-1000.0,-2000.0,150.0,2025-10-27 13:43:00,2025-10-27 15:49:00,2025-10,2025-10
LONG,,,,PULLBACK_1M,,,,,,,,,25925.0,25995.5,70.5,705.0,,70.5,1504.19017857144,1295.0,0.8609283709257349,6,-1000.0,-2000.0,150.0,2025-10-27 13:43:00,2025-10-27 16:22:00,2025-10,2025-10
