calendar_exit_date_et,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,cumulative_pnl_dollars
2025-06-30,1,-104.5,-26.125,-104.5,0.0,2130.071428571435
2025-07-02,1,29.0,29.0,29.0,100.0,2159.071428571435
2025-07-03,1,-85.5,-28.5,-85.5,0.0,2073.571428571435
2025-07-07,3,-23.5,26.0,-7.833333333333333,66.66666666666666,2050.071428571435
2025-07-08,1,-70.5,-23.5,-70.5,0.0,1979.5714285714348
2025-07-10,2,-55.5,2.0,-27.75,50.0,1924.0714285714348
2025-07-15,2,28.0,28.0,14.0,50.0,1952.0714285714348
2025-07-16,1,25.0,25.0,25.0,100.0,1977.0714285714348
2025-07-17,1,547.5,182.5,547.5,100.0,2524.571428571435
2025-07-20,1,27.5,27.5,27.5,100.0,2552.071428571435
2025-07-21,1,-74.25,-24.75,-74.25,0.0,2477.821428571435
2025-07-22,2,-73.5,0.0,-36.75,50.0,2404.321428571435
2025-07-23,2,-170.25,-48.25,-85.125,0.0,2234.071428571435
2025-07-28,2,124.25,55.25,62.125,100.0,2358.321428571435
2025-07-29,1,265.5,88.5,265.5,100.0,2623.821428571435
2025-07-30,1,32.25,32.25,32.25,100.0,2656.071428571435
2025-07-31,1,-78.0,-26.0,-78.0,0.0,2578.071428571435
2025-08-06,1,28.25,28.25,28.25,100.0,2606.321428571435
2025-08-07,1,263.25,87.75,263.25,100.0,2869.571428571435
2025-08-11,1,-101.0,-25.25,-101.0,0.0,2768.571428571435
2025-08-12,1,26.75,26.75,26.75,100.0,2795.321428571435
2025-08-13,1,257.25,85.75,257.25,100.0,3052.571428571435
2025-08-15,1,-103.0,-25.75,-103.0,0.0,2949.571428571435
2025-08-26,1,-122.4571428571362,-30.61428571428405,-122.4571428571362,0.0,2827.1142857142986
2025-09-01,2,82.25,46.75,41.125,100.0,2909.3642857142986
2025-09-02,2,28.75,28.75,14.375,50.0,2938.1142857142986
2025-09-05,2,-58.0,2.0,-29.0,50.0,2880.1142857142986
2025-09-08,3,216.25,106.25,72.08333333333333,100.0,3096.3642857142986
2025-09-09,1,-71.25,-23.75,-71.25,0.0,3025.1142857142986
2025-09-10,3,-57.75,27.0,-19.25,33.33333333333333,2967.3642857142986
2025-09-11,1,-97.0,-24.25,-97.0,0.0,2870.3642857142986
2025-09-12,1,26.25,26.25,26.25,100.0,2896.6142857142986
2025-09-14,1,272.25,90.75,272.25,100.0,3168.8642857142986
2025-09-15,2,564.25,208.75,282.125,100.0,3733.1142857142986
2025-09-16,1,-87.0,-21.75,-87.0,0.0,3646.1142857142986
2025-09-18,1,-123.0,-30.75,-123.0,0.0,3523.1142857142986
2025-09-19,2,26.0,26.0,13.0,50.0,3549.1142857142986
2025-09-23,1,-107.0,-26.75,-107.0,0.0,3442.1142857142986
2025-09-26,1,-121.0,-30.25,-121.0,0.0,3321.1142857142986
2025-09-28,1,29.25,29.25,29.25,100.0,3350.3642857142986
2025-09-29,1,250.5,83.5,250.5,100.0,3600.8642857142986
2025-10-02,4,129.25,64.25,32.3125,50.0,3730.1142857142986
2025-10-03,1,-66.39374999999563,-22.131249999998545,-66.39374999999563,0.0,3663.720535714303
2025-10-07,2,25.75,25.75,12.875,50.0,3689.470535714303
2025-10-10,2,36.0,36.0,18.0,50.0,3725.470535714303
2025-10-17,2,36.0,36.0,18.0,50.0,3761.470535714303
2025-10-21,2,-153.75,-51.25,-76.875,0.0,3607.720535714303
2025-10-23,1,26.5,26.5,26.5,100.0,3634.220535714303
2025-10-24,1,173.0,86.5,173.0,100.0,3807.220535714303
2025-10-26,1,26.0,26.0,26.0,100.0,3833.220535714303
2025-10-27,1,176.5,88.25,176.5,100.0,4009.720535714303
2025-10-28,3,432.25,245.0,144.08333333333334,100.0,4441.970535714303
2025-10-29,1,0.0,0.0,0.0,0.0,4441.970535714303
2025-10-30,1,-71.15357142856737,-23.71785714285579,-71.15357142856737,0.0,4370.816964285736
2025-10-31,2,26.0,26.0,13.0,50.0,4396.816964285736
2025-11-03,2,29.75,29.75,14.875,50.0,4426.566964285736
2025-11-07,2,209.75,123.5,104.875,100.0,4636.316964285736
2025-11-13,2,-8.537499999998545,8.106250000000728,-4.268749999999272,50.0,4627.779464285737
2025-11-14,2,61.75,61.75,30.875,50.0,4689.529464285737
2025-11-17,1,-105.1678571428638,-26.29196428571595,-105.1678571428638,0.0,4584.361607142873
2025-11-18,2,151.25,81.25,75.625,100.0,4735.611607142873
2025-11-26,2,-30.724999999998545,3.7625000000007276,-15.362499999999272,50.0,4704.886607142875
2025-11-27,1,26.0,26.0,26.0,100.0,4730.886607142875
2025-11-28,1,62.0,31.0,62.0,100.0,4792.886607142875
2025-12-01,1,-94.5,-31.5,-94.5,0.0,4698.386607142875
2025-12-02,3,-37.75,6.25,-12.583333333333334,33.33333333333333,4660.636607142875
2025-12-04,2,96.75,64.75,48.375,100.0,4757.386607142875
2025-12-05,1,-79.5,-26.5,-79.5,0.0,4677.886607142875
2025-12-08,3,-230.27946428571522,-76.75982142857174,-76.75982142857174,0.0,4447.6071428571595
2025-12-09,1,26.75,26.75,26.75,100.0,4474.3571428571595
2025-12-10,1,-50.5,-25.25,-50.5,0.0,4423.8571428571595
2025-12-22,2,28.0,28.0,14.0,50.0,4451.8571428571595
2025-12-24,1,-95.25,-31.75,-95.25,0.0,4356.6071428571595
2025-12-26,2,30.25,30.25,15.125,50.0,4386.8571428571595
2026-01-01,1,32.75,32.75,32.75,100.0,4419.6071428571595
2026-01-02,1,-63.0,-31.5,-63.0,0.0,4356.6071428571595
2026-01-05,1,-87.0,-29.0,-87.0,0.0,4269.6071428571595
2026-01-07,2,128.75,77.25,64.375,100.0,4398.3571428571595
2026-01-09,2,31.5,31.5,15.75,50.0,4429.8571428571595
2026-01-13,2,49.0,49.0,24.5,50.0,4478.8571428571595
2026-01-14,1,30.0,30.0,30.0,100.0,4508.8571428571595
2026-01-15,2,-75.75,-25.25,-37.875,0.0,4433.1071428571595
2026-01-19,1,35.0,35.0,35.0,100.0,4468.1071428571595
2026-01-20,1,0.0,0.0,0.0,0.0,4468.1071428571595
2026-01-25,2,-12.5,9.0,-6.25,50.0,4455.6071428571595
2026-01-26,2,481.0,275.25,240.5,100.0,4936.6071428571595
2026-01-27,5,57.90446428571522,72.38482142857174,11.580892857143045,60.0,4994.511607142875
2026-01-28,3,-88.5,-19.75,-29.5,33.33333333333333,4906.011607142875
2026-02-04,2,822.75,432.25,411.375,100.0,5728.761607142875
2026-02-10,2,25.75,25.75,12.875,50.0,5754.511607142875
2026-02-17,2,-60.25,-0.75,-30.125,50.0,5694.261607142875
2026-02-20,1,-100.0,-25.0,-100.0,0.0,5594.261607142875
2026-02-23,1,-123.0,-30.75,-123.0,0.0,5471.261607142875
2026-02-25,2,545.25,300.25,272.625,100.0,6016.511607142875
2026-02-26,1,-74.25,-24.75,-74.25,0.0,5942.261607142875
2026-03-02,1,-115.07857142857392,-28.76964285714348,-115.07857142857392,0.0,5827.183035714301
2026-03-05,2,44.75,41.75,22.375,100.0,5871.933035714301
2026-03-12,1,25.0,25.0,25.0,100.0,5896.933035714301
2026-03-13,2,369.5749999999971,134.14374999999927,184.78749999999854,50.0,6266.508035714298
2026-03-16,1,-113.0,-28.25,-113.0,0.0,6153.508035714298
2026-03-18,1,-156.0,-39.0,-156.0,0.0,5997.508035714298
2026-03-19,1,-117.0,-29.25,-117.0,0.0,5880.508035714298
2026-03-20,2,434.75,192.75,217.375,100.0,6315.258035714298
2026-03-22,1,28.5,28.5,28.5,100.0,6343.758035714298
2026-03-23,1,0.0,0.0,0.0,0.0,6343.758035714298
2026-03-25,2,27.75,27.75,13.875,50.0,6371.508035714298
2026-03-26,1,28.5,28.5,28.5,100.0,6400.008035714298
2026-03-27,3,1667.75,588.25,555.9166666666666,100.0,8067.758035714298
2026-03-30,2,254.0,111.0,127.0,100.0,8321.758035714298
2026-04-01,2,-42.25,5.25,-21.125,50.0,8279.508035714298
